,Suburb,Address,Rooms,Type,Price,Bedroom,Bathroom,Car,Age,Lattitude,Longtitude
10103,Armadale,8/74 Denbigh Rd,2,Apartment,410000.0,2.0,1.0,0.0,52.0,-37.85549,145.0163
10105,Armadale,31A Sutherland Rd,3,Bungalow,1850000.0,3.0,2.0,2.0,67.0,-37.85862,145.01676
10106,Ascot Vale,39 Middle St,3,Bungalow,1530000.0,3.0,2.0,1.0,104.0,-37.77727,144.92655
10107,Ascot Vale,30 Milton St,3,Bungalow,865000.0,3.0,1.0,0.0,109.0,-37.77391,144.92151
10109,Ascot Vale,91A Walter St,3,Bungalow,1082000.0,3.0,2.0,2.0,19.0,-37.77549000000001,144.90865
10113,Avondale Heights,24 Thompson St,4,Bungalow,835000.0,4.0,2.0,2.0,59.0,-37.76272,144.85568999999995
10115,Balwyn,5/4 Raynes St,2,Apartment,725000.0,2.0,1.0,1.0,44.0,-37.806259999999995,145.08776
10116,Balwyn,1/18 Weir St,2,Apartment,602000.0,2.0,1.0,1.0,59.0,-37.81623,145.0841
10117,Balwyn,4/229 Whitehorse Rd,2,Apartment,830000.0,2.0,2.0,1.0,12.0,-37.81192,145.07506
10118,Balwyn North,2/37 Aylmer St,3,Bungalow,1300000.0,3.0,2.0,2.0,34.0,-37.79673,145.06853
10119,Balwyn North,2/10 Bolinda Rd,3,Townhouse,1330000.0,3.0,2.0,1.0,18.0,-37.79294,145.08583000000004
10120,Balwyn North,16 Burton St,4,Bungalow,2050000.0,4.0,3.0,2.0,13.0,-37.80365,145.09048
10121,Balwyn North,17 Cityview Rd,5,Bungalow,1940000.0,5.0,2.0,1.0,79.0,-37.79238,145.07841000000005
10122,Balwyn North,10 Columba St,3,Bungalow,1590000.0,3.0,1.0,1.0,64.0,-37.78483,145.07477
10123,Balwyn North,2/14 Hatfield St,2,Apartment,725000.0,2.0,1.0,1.0,49.0,-37.79541,145.0657
10125,Bayswater,15 Clifford St,4,Bungalow,705000.0,4.0,2.0,4.0,44.0,-37.854,145.2565
10126,Beaumaris,13 Bodley St,4,Bungalow,2200000.0,4.0,3.0,2.0,5.0,-37.99035,145.03839
10129,Bentleigh,8/12 Brentwood St,2,Apartment,420000.0,2.0,1.0,1.0,49.0,-37.9336,145.04509
10130,Bentleigh,191 Centre Rd,4,Bungalow,1479000.0,4.0,2.0,2.0,99.0,-37.91655,145.02448
10132,Bentleigh,44 Yawla St,4,Bungalow,1350000.0,4.0,3.0,2.0,69.0,-37.91389,145.02804
10134,Bentleigh East,52 Deakin St,4,Bungalow,1655000.0,4.0,2.0,5.0,16.0,-37.9143,145.06582
10135,Bentleigh East,81 Marlborough St,3,Bungalow,1430000.0,3.0,2.0,2.0,69.0,-37.91068,145.06802
10137,Berwick,2 Greystoke Ct,4,Bungalow,667000.0,4.0,2.0,2.0,42.0,-38.032959999999996,145.33438999999996
10138,Berwick,3 Thornley Dr,4,Bungalow,740000.0,4.0,2.0,2.0,15.0,-38.06022,145.35044
10139,Black Rock,1/43 Iona St,3,Apartment,1080000.0,3.0,2.0,2.0,39.0,-37.97359,145.0214
10148,Brighton East,1C Baird St,3,Bungalow,1750800.0,3.0,4.0,2.0,7.0,-37.92988,145.01085
10150,Brighton East,15 Wallen St,4,Bungalow,1605000.0,4.0,1.0,2.0,71.0,-37.91684,145.01727
10151,Brighton East,1A Wallen St,2,Bungalow,1035000.0,2.0,1.0,1.0,34.0,-37.91704,145.01846
10152,Broadmeadows,87 Academy Dr,3,Bungalow,505000.0,3.0,1.0,1.0,19.0,-37.67411,144.94677
10153,Brooklyn,32 Millers Rd,3,Townhouse,663000.0,3.0,2.0,2.0,9.0,-37.82017000000001,144.84904
10154,Brunswick,13 Blair St,2,Bungalow,860000.0,2.0,1.0,1.0,129.0,-37.77111,144.96427
10159,Brunswick,11 Heller St,5,Bungalow,2545000.0,5.0,3.0,4.0,24.0,-37.775009999999995,144.95117
10160,Brunswick,32 Holloway Rd,3,Bungalow,1405000.0,3.0,2.0,2.0,99.0,-37.76491,144.95253
10161,Brunswick,2/90 Tinning St,2,Apartment,460000.0,2.0,1.0,1.0,49.0,-37.75867,144.95678999999996
10162,Brunswick East,40 Albion St,4,Bungalow,1210000.0,4.0,2.0,2.0,99.0,-37.76262,144.97733
10165,Brunswick West,2/7 Gordon St,2,Apartment,460000.0,2.0,1.0,1.0,49.0,-37.759479999999996,144.94758000000004
10166,Brunswick West,8/47 Murray St,1,Apartment,263100.0,1.0,1.0,1.0,44.0,-37.75953,144.94093999999996
10167,Brunswick West,209 Union St,5,Bungalow,1075000.0,5.0,1.0,1.0,79.0,-37.772420000000004,144.94458
10168,Bulleen,2/11 Elizabeth St,4,Townhouse,950000.0,4.0,2.0,2.0,8.0,-37.76048,145.08476000000005
10169,Bulleen,43 Robert St,1,Bungalow,1310000.0,1.0,1.0,1.0,20.0,-37.759809999999995,145.08598999999995
10171,Bundoora,16 Cranberry Pl,4,Bungalow,880000.0,4.0,2.0,2.0,15.0,-37.68155,145.04945
10173,Burnley,2a Cherrill St,3,Bungalow,1837500.0,3.0,2.0,1.0,5.0,-37.829209999999996,145.00826
10174,Burnside Heights,12 Burke Rd,3,Bungalow,593000.0,4.0,2.0,2.0,12.0,-37.73321,144.75752
10177,Burwood,11 McComas Gr,7,Bungalow,1642000.0,7.0,4.0,2.0,69.0,-37.85103,145.11231999999995
10179,Burwood East,2C Ray Rd,3,Townhouse,780000.0,3.0,2.0,2.0,20.0,-37.854729999999996,145.1521
10182,Camberwell,2/4 Tyne St,3,Bungalow,1290000.0,3.0,2.0,2.0,22.0,-37.846270000000004,145.08366
10183,Canterbury,43 Matlock St,3,Bungalow,1930000.0,3.0,2.0,1.0,109.0,-37.8279,145.07403
10184,Canterbury,6 Maysia St,4,Bungalow,2408000.0,4.0,2.0,2.0,74.0,-37.83208,145.07533
10185,Canterbury,42 Parlington St,4,Bungalow,4750000.0,4.0,3.0,2.0,23.0,-37.81792,145.06243999999995
10187,Carlton,1003/123 Pelham St,2,Apartment,1100000.0,2.0,2.0,2.0,11.0,-37.80279,144.96442
10189,Carnegie,3/51 Coorigil Rd,3,Apartment,1042000.0,3.0,2.0,2.0,11.0,-37.89622,145.06032
10190,Carnegie,42 Elimatta Rd,3,Bungalow,1450000.0,3.0,2.0,2.0,79.0,-37.90262,145.05709
10191,Carrum Downs,38 Trafford Rd,4,Bungalow,525000.0,4.0,2.0,2.0,9.0,-38.08981,145.17353
10193,Caulfield East,8/8 Tattenham St,2,Apartment,300000.0,2.0,1.0,1.0,59.0,-37.88299,145.04711
10194,Caulfield North,641 Inkerman Rd,2,Bungalow,1417500.0,2.0,1.0,2.0,119.0,-37.86906,145.01986000000005
10196,Chadstone,2/15 Atkinson St,2,Bungalow,510000.0,2.0,1.0,2.0,49.0,-37.88321,145.09593999999996
10198,Cheltenham,1/21 Kayden St,2,Apartment,601000.0,2.0,1.0,1.0,47.0,-37.95745,145.07218999999995
10199,Cheltenham,6 Tilley St,3,Bungalow,1145000.0,3.0,1.0,2.0,69.0,-37.96911,145.07271
10201,Chirnside Park,2 Greenridge Ct,4,Bungalow,911982.0,4.0,2.0,3.0,23.0,-37.76032,145.30299
10202,Clayton,7 Jaguar Dr,4,Bungalow,1040000.0,4.0,2.0,2.0,49.0,-37.92374,145.13222
10203,Clayton South,1/1 Hadkinson St,3,Apartment,700000.0,3.0,2.0,2.0,13.0,-37.932959999999994,145.12663999999995
10204,Clifton Hill,15 Caroline St,3,Bungalow,1460000.0,3.0,1.0,0.0,119.0,-37.78992,144.99845
10205,Clifton Hill,8/96 Spensley St,2,Apartment,556000.0,2.0,1.0,0.0,51.0,-37.78745,145.00061000000005
10208,Coburg North,10 Arthur St,3,Bungalow,865000.0,3.0,2.0,2.0,59.0,-37.72361,144.9837
10210,Collingwood,43 Campbell St,2,Bungalow,1135000.0,2.0,1.0,0.0,139.0,-37.80298,144.98893999999999
10211,Collingwood,81 Easey St,2,Bungalow,900000.0,2.0,1.0,0.0,129.0,-37.798120000000004,144.98873
10213,Craigieburn,5 Healey St,3,Bungalow,499000.0,3.0,2.0,0.0,29.0,-37.5993,144.93867
10214,Craigieburn,10 Huntingdale Ct,6,Bungalow,506000.0,6.0,2.0,2.0,22.0,-37.59052,144.93066000000005
10215,Craigieburn,77 Huntington Dr,3,Bungalow,430000.0,3.0,2.0,1.0,9.0,-37.57056,144.91751000000005
10216,Craigieburn,84 Royal Tce,3,Townhouse,420000.0,3.0,2.0,2.0,9.0,-37.57243,144.92663000000005
10217,Cremorne,311/163 Cremorne St,2,Apartment,570000.0,2.0,2.0,1.0,12.0,-37.83011,144.99043999999995
10218,Cremorne,52 Wellington St,2,Bungalow,1253000.0,2.0,1.0,2.0,119.0,-37.82653,144.98945
10220,Croydon,13 Robinson St,3,Bungalow,637000.0,3.0,1.0,2.0,59.0,-37.79318,145.25811000000004
10221,Croydon Hills,8 Wildberry Cl,4,Bungalow,905000.0,4.0,2.0,2.0,34.0,-37.78021,145.26367
10222,Croydon North,6 Baringa Rd,4,Bungalow,835000.0,4.0,1.0,2.0,69.0,-37.77595,145.28383
10228,Derrimut,8 Drum St,4,Bungalow,610000.0,4.0,2.0,2.0,9.0,-37.78774,144.76019
10230,Dingley Village,4 Ruby Pl,4,Bungalow,1255000.0,4.0,2.0,3.0,15.0,-37.97533,145.12278
10231,Dingley Village,1/270 Spring Rd,2,Apartment,595000.0,2.0,1.0,1.0,39.0,-37.9811,145.13807
10235,Doncaster East,2/24 Boronia Gr,3,Apartment,871000.0,3.0,2.0,2.0,9.0,-37.79979,145.15665
10236,Doncaster East,31 Cavalier St,3,Bungalow,1451000.0,3.0,2.0,2.0,59.0,-37.78541,145.15493
10237,Doncaster East,30 Daphne St,3,Bungalow,1385000.0,3.0,2.0,3.0,53.0,-37.78496,145.14659
10238,Doncaster East,2A Dianne St,3,Bungalow,1360000.0,3.0,2.0,2.0,12.0,-37.79408,145.16352
10240,Edithvale,91 Edithvale Rd,6,Bungalow,1850000.0,6.0,4.0,4.0,8.0,-38.03548,145.11763
10241,Edithvale,24 Tudor Ct,2,Apartment,612500.0,2.0,1.0,2.0,44.0,-38.03093,145.11618
10244,Eltham,17 Beard St,6,Bungalow,855000.0,6.0,3.0,3.0,39.0,-37.70872,145.16102
10245,Eltham,5 Souter St,3,Bungalow,855000.0,3.0,1.0,1.0,34.0,-37.73209,145.13845
10246,Eltham North,45 Parry Rd,4,Bungalow,895000.0,4.0,3.0,2.0,24.0,-37.689659999999996,145.14649
10248,Elwood,1/203 Brighton Rd,2,Apartment,902000.0,2.0,1.0,0.0,79.0,-37.87944,144.99375
10249,Elwood,50 John St,2,Bungalow,1410000.0,2.0,1.0,1.0,89.0,-37.87964,144.9856
10251,Elwood,2/481 St Kilda St,3,Townhouse,1360000.0,3.0,2.0,2.0,22.0,-37.8867,144.99141
10252,Epping,12 Cabot Dr,3,Bungalow,500000.0,3.0,2.0,2.0,44.0,-37.64463,145.04155
10253,Epping,7 Cavalier Ct,3,Bungalow,573000.0,3.0,2.0,2.0,29.0,-37.64097,145.05757
10254,Epping,2/12 Chettam St,3,Apartment,380500.0,3.0,2.0,1.0,6.0,-37.6349,145.04041999999995
10256,Epping,53 Hayston Bvd,3,Bungalow,465000.0,3.0,2.0,1.0,14.0,-37.62858,145.03735
10257,Epping,13 Orlit Ct,4,Bungalow,545000.0,4.0,2.0,2.0,34.0,-37.64051,145.05743
10259,Essendon,100 Bradshaw St,2,Bungalow,1980000.0,2.0,1.0,6.0,69.0,-37.74022,144.89557
10260,Essendon,1/7 Mary St,3,Townhouse,830000.0,3.0,2.0,1.0,8.0,-37.749359999999996,144.89668999999995
10261,Essendon,1B Ogilvie St,3,Bungalow,886000.0,3.0,2.0,1.0,12.0,-37.75382000000001,144.89167
10262,Essendon,4/18 Shaftesbury St,1,Apartment,280000.0,1.0,1.0,1.0,49.0,-37.75209,144.92255
10264,Essendon North,5/8 Keam St,2,Apartment,445000.0,2.0,1.0,1.0,49.0,-37.7388,144.89983999999995
10265,Essendon West,36 Ruby St,3,Bungalow,1050000.0,3.0,3.0,1.0,79.0,-37.75228,144.88429
10267,Fawkner,8 James St,4,Bungalow,800000.0,4.0,2.0,4.0,59.0,-37.71112,144.97357
10269,Fawkner,46 Marlborough St,2,Bungalow,786000.0,2.0,1.0,4.0,59.0,-37.71833,144.96935
10270,Fawkner,13A Queens Pde,3,Townhouse,577000.0,3.0,1.0,1.0,16.0,-37.71976,144.97121
10272,Ferntree Gully,24a Helen Rd,2,Apartment,617000.0,2.0,2.0,1.0,8.0,-37.87275,145.26325
10276,Flemington,8 John St,2,Bungalow,990000.0,2.0,1.0,1.0,119.0,-37.7839,144.92727
10278,Footscray,6/6 Rosamond Rd,2,Townhouse,455000.0,2.0,1.0,1.0,9.0,-37.78822,144.88361
10279,Forest Hill,33/305 Canterbury Rd,2,Bungalow,680000.0,2.0,1.0,1.0,18.0,-37.83283,145.17533
10284,Frankston South,641 Nepean Hwy,4,Bungalow,1400000.0,4.0,3.0,2.0,129.0,-38.16121,145.10381
10286,Gladstone Park,91 Carrick Dr,3,Bungalow,755000.0,3.0,1.0,1.0,44.0,-37.69744,144.89073
10287,Gladstone Park,10 Taunton Pl,4,Bungalow,635000.0,4.0,2.0,2.0,39.0,-37.683679999999995,144.88976
10288,Glen Iris,2/37 Aintree Rd,2,Apartment,762000.0,2.0,1.0,1.0,144.0,-37.85563,145.04369
10291,Glen Iris,1/25 Gardiner Pde,3,Townhouse,1501000.0,3.0,2.0,2.0,24.0,-37.85385,145.06473
10297,Glen Waverley,19 Norfolk St,4,Bungalow,1100000.0,4.0,2.0,2.0,58.0,-37.89814000000001,145.14457
10298,Glen Waverley,1/14 Utah Rd,3,Apartment,1135000.0,3.0,2.0,2.0,39.0,-37.86931,145.15081
10300,Glenroy,1 Dromana St,3,Bungalow,865000.0,3.0,1.0,1.0,59.0,-37.71051,144.90925
10301,Glenroy,7/56 Golf Links Rd,1,Apartment,362500.0,1.0,1.0,1.0,39.0,-37.70917,144.92291
10302,Glenroy,8 Kalang Rd,3,Bungalow,922000.0,3.0,1.0,1.0,59.0,-37.710159999999995,144.9215
10304,Glenroy,73 Pecham St,3,Bungalow,963500.0,3.0,2.0,6.0,59.0,-37.69647,144.9113
10306,Greensborough,5 Glenice St,3,Bungalow,740000.0,3.0,1.0,3.0,57.0,-37.71536,145.10205
10307,Greenvale,17 Bolton Ct,5,Bungalow,750000.0,5.0,2.0,2.0,39.0,-37.63823,144.88675
10308,Greenvale,65 Clare Bvd,4,Bungalow,730000.0,4.0,2.0,1.0,15.0,-37.63958,144.90267
10309,Greenvale,69 Greenvale Dr,3,Bungalow,770000.0,3.0,2.0,2.0,34.0,-37.64297,144.88796000000005
10310,Greenvale,12 Taormina St,3,Bungalow,550000.0,3.0,2.0,2.0,6.0,-37.62458,144.88546000000005
10314,Hampton,28 The Avenue,4,Bungalow,2550000.0,4.0,2.0,2.0,94.0,-37.931670000000004,145.00134
10317,Hawthorn,328 Barkers Rd,4,Bungalow,2800000.0,4.0,2.0,2.0,109.0,-37.81557,145.04281
10319,Hawthorn,3 Churchill Gr,3,Bungalow,2402500.0,3.0,2.0,2.0,119.0,-37.81625,145.03789
10320,Hawthorn,56 Denham St,3,Bungalow,1955000.0,3.0,1.0,2.0,129.0,-37.81965,145.02366999999995
10321,Hawthorn,10 Edward St,3,Bungalow,1702000.0,3.0,1.0,2.0,119.0,-37.81767,145.04041
10323,Hawthorn,16 Marian St,4,Bungalow,3399000.0,4.0,2.0,2.0,17.0,-37.82785,145.03816
10326,Hawthorn East,8/772 Burwood Rd,2,Apartment,802500.0,2.0,1.0,2.0,49.0,-37.82524,145.05568
10327,Hawthorn East,6/20 Denmark Hill Rd,1,Apartment,441000.0,1.0,1.0,0.0,59.0,-37.8327,145.05428
10329,Hawthorn East,5/305 Riversdale Rd,2,Apartment,500000.0,2.0,1.0,1.0,49.0,-37.83012,145.04751000000005
10330,Heidelberg,3/62 Darebin St,2,Townhouse,738000.0,2.0,1.0,2.0,34.0,-37.75343,145.06328
10332,Heidelberg Heights,31 Collins St,3,Bungalow,800000.0,3.0,1.0,0.0,74.0,-37.73752,145.05228
10333,Heidelberg Heights,49C Dresden St,2,Townhouse,680000.0,2.0,1.0,1.0,6.0,-37.749309999999994,145.05505
10336,Heidelberg West,312 Liberty Pde,3,Bungalow,605000.0,3.0,1.0,2.0,59.0,-37.737120000000004,145.0369
10337,Heidelberg West,314 Liberty Pde,3,Bungalow,580000.0,3.0,1.0,2.0,69.0,-37.73704,145.03697
10340,Highett,8 Sydenham St,3,Bungalow,1600000.0,3.0,2.0,3.0,59.0,-37.95357,145.02651
10341,Hillside,10 Chris Ct,4,Bungalow,677000.0,4.0,2.0,2.0,20.0,-37.69655,144.75538
10342,Hillside,10 View Ct,4,Bungalow,737500.0,4.0,2.0,2.0,15.0,-37.68175,144.74087
10343,Hoppers Crossing,138 Bellbridge Dr,3,Bungalow,520000.0,3.0,2.0,2.0,20.0,-37.867129999999996,144.71086
10344,Hoppers Crossing,48 Branton Rd,3,Bungalow,553100.0,3.0,2.0,2.0,45.0,-37.8765,144.69638
10346,Hoppers Crossing,9 Hawthorn Dr,3,Bungalow,505000.0,3.0,1.0,1.0,24.0,-37.86658,144.71221
10348,Hoppers Crossing,10 Kelwin Ct,4,Bungalow,680000.0,4.0,2.0,3.0,29.0,-37.870509999999996,144.7141
10350,Hoppers Crossing,38 MacEdon St,3,Bungalow,442500.0,3.0,1.0,2.0,39.0,-37.87016,144.70606
10351,Hughesdale,1/7 Dalston Rd,3,Apartment,1203500.0,3.0,2.0,2.0,19.0,-37.89829,145.08141
10353,Ivanhoe,128 Green St,3,Bungalow,1475000.0,3.0,1.0,2.0,69.0,-37.763529999999996,145.02941
10354,Ivanhoe East,8 Carmichael St,3,Bungalow,1640000.0,3.0,1.0,2.0,89.0,-37.77212,145.05813
10355,Jacana,7 Bessell Ct,3,Bungalow,590500.0,3.0,1.0,1.0,59.0,-37.68825,144.91484
10356,Keilor,3 Gerona St,3,Bungalow,895000.0,3.0,1.0,1.0,54.0,-37.7143,144.8315
10357,Keilor Downs,43 Tarella Dr,4,Bungalow,790000.0,4.0,2.0,3.0,39.0,-37.72394,144.8147
10358,Keilor East,5 Carey Ct,3,Bungalow,825000.0,3.0,1.0,0.0,54.0,-37.7444,144.86123999999995
10362,Kensington,205/72 Altona St,1,Apartment,400000.0,1.0,1.0,1.0,11.0,-37.79741,144.92614
10363,Kensington,2 Smith St,1,Townhouse,715000.0,1.0,1.0,0.0,13.0,-37.7914,144.93076000000005
10364,Kew,29 Denmark St,3,Bungalow,1300000.0,3.0,1.0,2.0,99.0,-37.81176,145.02806999999999
10367,Kew,1/125 Walpole St,2,Townhouse,825000.0,2.0,1.0,3.0,24.0,-37.79438,145.03368999999995
10371,Kew East,9 Hartwood St,4,Bungalow,2258000.0,4.0,1.0,2.0,109.0,-37.79702,145.05352
10373,Keysborough,19 The Strand,4,Bungalow,1250000.0,4.0,2.0,2.0,14.0,-38.00512,145.14935
10374,Kings Park,13 Camelia St,5,Bungalow,520000.0,5.0,2.0,3.0,47.0,-37.7323,144.77861000000001
10375,Knoxfield,8 Markhill Pl,4,Bungalow,1218000.0,4.0,2.0,2.0,25.0,-37.87695,145.2547
10378,Lalor,1 Kent Rd,3,Bungalow,600000.0,3.0,2.0,2.0,39.0,-37.67323,145.03976
10379,Lalor,61 McKimmies Rd,3,Bungalow,487000.0,3.0,1.0,1.0,49.0,-37.67605,145.03956000000005
10380,Lalor,13 Rosemary Dr,3,Bungalow,572000.0,3.0,1.0,2.0,44.0,-37.6591,145.00548999999995
10381,Lower Plenty,4/38 Alma St,2,Apartment,650000.0,2.0,2.0,2.0,24.0,-37.72473,145.11657
10384,Malvern,13 Nicholls St,3,Bungalow,1700000.0,3.0,2.0,0.0,99.0,-37.86162,145.03065
10385,Malvern East,3/1 Grant St,3,Townhouse,1060000.0,3.0,1.0,1.0,39.0,-37.87107,145.04991
10387,Maribyrnong,21/9 Fabian Ct,2,Apartment,530000.0,2.0,1.0,1.0,39.0,-37.77323,144.89268
10388,Maribyrnong,107 Gatehouse Pl,2,Apartment,450000.0,2.0,1.0,1.0,79.0,-37.77296,144.88057
10390,Maribyrnong,18/4 Wests Rd,2,Apartment,353000.0,2.0,1.0,1.0,19.0,-37.77367,144.88161000000005
10391,McKinnon,77 Nicholson St,2,Bungalow,1250000.0,2.0,1.0,2.0,99.0,-37.91304,145.0373
10393,Melbourne,1814/250 Elizabeth St,2,Apartment,720000.0,2.0,1.0,1.0,43.0,-37.812670000000004,144.96273
10394,Melton,14 Musk Ct,3,Bungalow,295000.0,3.0,1.0,4.0,44.0,-37.68734,144.58001000000004
10395,Melton South,3 Francis St,4,Bungalow,347500.0,4.0,2.0,1.0,29.0,-37.69392,144.57468
10396,Melton West,3 Becker Cl,3,Bungalow,410000.0,3.0,2.0,2.0,34.0,-37.68052,144.55106
10398,Mentone,1 Rogers St,5,Bungalow,1485000.0,5.0,2.0,2.0,44.0,-37.98439000000001,145.06812
10400,Middle Park,150 Page St,3,Bungalow,1750000.0,3.0,2.0,0.0,134.0,-37.84962,144.95856
10402,Mill Park,17 Winter Ct,5,Bungalow,725000.0,5.0,2.0,2.0,49.0,-37.66936,145.05413000000001
10403,Mitcham,5a Compton St,2,Apartment,695000.0,2.0,1.0,1.0,8.0,-37.80574,145.18832
10404,Mitcham,27 Forster St,2,Bungalow,655000.0,2.0,1.0,4.0,44.0,-37.81906,145.21253000000004
10405,Mitcham,1/39 Harrison St,3,Apartment,775000.0,3.0,1.0,2.0,44.0,-37.8135,145.19971999999999
10406,Mitcham,1/10 Owen St,3,Apartment,820000.0,3.0,1.0,2.0,59.0,-37.825959999999995,145.1872
10408,Mitcham,14 Victory St,2,Bungalow,883000.0,2.0,1.0,1.0,59.0,-37.81808,145.2057
10409,Mont Albert,72 Zetland Rd,4,Bungalow,1462000.0,4.0,2.0,0.0,109.0,-37.81788,145.11453999999995
10411,Montmorency,3/50 Airlie Rd,3,Townhouse,960000.0,3.0,2.0,2.0,16.0,-37.72331,145.11909
10413,Montmorency,35 Astley St,3,Bungalow,900000.0,3.0,1.0,1.0,39.0,-37.720890000000004,145.11987
10414,Montmorency,21 Beattie St,3,Bungalow,806000.0,3.0,1.0,0.0,64.0,-37.71665,145.11682
10417,Montmorency,17 Virginia Ct,4,Bungalow,980000.0,4.0,3.0,2.0,26.0,-37.718709999999994,145.13558999999995
10425,Murrumbeena,217 Murrumbeena Rd,4,Bungalow,1540000.0,4.0,2.0,2.0,99.0,-37.90017,145.06435
10426,Murrumbeena,7/502 Neerim Rd,1,Townhouse,470000.0,1.0,1.0,1.0,19.0,-37.89018,145.06865
10431,Noble Park,26 Forster St,3,Bungalow,730000.0,3.0,1.0,4.0,56.0,-37.96015,145.16618
10432,Noble Park,6 Helen Ct,3,Bungalow,676000.0,3.0,1.0,1.0,59.0,-37.96968,145.16832
10433,Noble Park,13 Mather Rd,4,Bungalow,805000.0,4.0,2.0,4.0,39.0,-37.97412,145.18022
10435,North Melbourne,72 Curzon St,2,Bungalow,1126000.0,2.0,1.0,0.0,109.0,-37.802479999999996,144.94846
10437,North Melbourne,4/8 Falshaws La,2,Apartment,799000.0,2.0,1.0,1.0,119.0,-37.79999,144.94961
10438,North Melbourne,357 Flemington Rd,3,Bungalow,1285000.0,3.0,1.0,1.0,29.0,-37.79074,144.94324
10439,Northcote,205 Clarke St,3,Bungalow,1512000.0,3.0,1.0,0.0,114.0,-37.77664,144.99902
10441,Northcote,16 Thomson St,2,Bungalow,1260000.0,2.0,1.0,1.0,119.0,-37.78015,145.00777
10445,Nunawading,2/324 Springfield Rd,3,Apartment,777000.0,3.0,2.0,2.0,5.0,-37.81359000000001,145.17574
10447,Oakleigh,17 John St,2,Bungalow,1225000.0,2.0,1.0,2.0,79.0,-37.90193,145.10107
10449,Oakleigh East,2/83 Patrick St,4,Townhouse,912000.0,4.0,2.0,2.0,22.0,-37.90822,145.12036
10450,Ormond,11 Newham Gr,4,Bungalow,1565000.0,4.0,3.0,2.0,99.0,-37.90087,145.03959
10452,Parkdale,5 Booth St,2,Bungalow,1270000.0,2.0,1.0,4.0,79.0,-37.994820000000004,145.08459
10453,Parkdale,45 Eighth St,5,Bungalow,1485000.0,5.0,2.0,2.0,79.0,-37.98928,145.07798
10454,Parkdale,20 Hawke St,4,Bungalow,1137500.0,4.0,2.0,4.0,39.0,-37.98464,145.08185
10455,Parkdale,3 Surf St,3,Bungalow,1415000.0,3.0,1.0,2.0,69.0,-37.99827,145.07497
10458,Pascoe Vale,111 Derby St,3,Bungalow,876000.0,3.0,1.0,2.0,59.0,-37.72803,144.94624
10460,Pascoe Vale,1/22 Joffre Rd,3,Apartment,736000.0,3.0,1.0,0.0,69.0,-37.71798,144.93965
10461,Pascoe Vale,4/21 Main St,3,Townhouse,755000.0,3.0,1.0,2.0,26.0,-37.7254,144.92048
10462,Pascoe Vale,1/43 Surrey St,2,Bungalow,478000.0,2.0,1.0,1.0,59.0,-37.72436,144.94855
10464,Port Melbourne,31 Albert St,2,Bungalow,1335000.0,2.0,1.0,0.0,139.0,-37.83661,144.93358999999995
10465,Port Melbourne,2/79 Pickles St,1,Apartment,545000.0,1.0,1.0,1.0,19.0,-37.84237,144.94486
10466,Prahran,5/305 Dandenong Rd,2,Apartment,740000.0,2.0,1.0,1.0,79.0,-37.85931,145.00616000000005
10467,Prahran,102/11 Hillingdon Pl,2,Apartment,698000.0,2.0,1.0,1.0,119.0,-37.85163,144.9943
10468,Prahran,20 King St,2,Bungalow,780000.0,2.0,1.0,0.0,119.0,-37.84998,144.99499
10472,Preston,19 Cynga St,3,Bungalow,920000.0,3.0,1.0,2.0,69.0,-37.74528,145.01987
10473,Preston,105 Gower St,3,Bungalow,1115000.0,3.0,1.0,2.0,59.0,-37.74244,145.02006
10474,Preston,40/122 High St,3,Apartment,550000.0,3.0,2.0,1.0,7.0,-37.74762,145.00261
10475,Preston,52 May St,3,Bungalow,1171000.0,3.0,1.0,2.0,89.0,-37.73261,144.99535
10476,Preston,477 Murray Rd,5,Bungalow,1060000.0,5.0,2.0,2.0,79.0,-37.73645,144.98715
10478,Preston,3/5 Sussex St,2,Bungalow,617500.0,2.0,1.0,3.0,34.0,-37.75308,145.01463999999999
10480,Reservoir,25 Fyfe St,2,Townhouse,575000.0,2.0,2.0,1.0,4.0,-37.70426,145.01203999999996
10481,Reservoir,104 Purinuan Rd,3,Bungalow,635000.0,3.0,2.0,2.0,10.0,-37.70798,145.02101000000005
10482,Reservoir,3/80 Rathcown Rd,2,Apartment,470000.0,2.0,1.0,1.0,12.0,-37.70932,145.02483999999995
10484,Reservoir,4 Wattle Gr,3,Bungalow,860000.0,3.0,1.0,2.0,69.0,-37.722159999999995,144.99381
10488,Richmond,52/73 River St,2,Apartment,615000.0,2.0,2.0,1.0,14.0,-37.81894000000001,145.01314
10489,Richmond,7/4 Smith St,1,Apartment,314000.0,1.0,1.0,1.0,49.0,-37.81256,144.99347
10490,Richmond,9 Wall St,2,Bungalow,1341000.0,2.0,1.0,0.0,129.0,-37.82241,145.00235
10492,Ringwood East,2/5 Mines Rd,2,Apartment,609000.0,2.0,1.0,2.0,49.0,-37.80551,145.24589
10494,Rosanna,9 Darvall St,3,Bungalow,1100000.0,3.0,2.0,2.0,34.0,-37.74088,145.06285
10496,Roxburgh Park,12 Chesterville Ct,4,Bungalow,500000.0,4.0,2.0,2.0,13.0,-37.61132,144.92075
10498,Sandringham,8/7 Neptune St,2,Apartment,760000.0,2.0,1.0,1.0,49.0,-37.95142,145.01977
